nomor_memo_dinas,bulan_masuk,tahun_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
2388/SPRHU/BBPPT/IX/2014,September,2014,2014-09-26,2014-09-29,2159,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP702W-UXK9,Cisco,China, 
2389/SPRHU/BBPPT/IX/2014,September,2014,2014-09-26,2014-09-29,2213,"Cisco Technologies Indonesia, PT.",Wireless Access Point,Cisco / AIR-AP2702I-UXK9,Cisco,China, 
2390/SPRHU/BBPPT/IX/2014,September,2014,2014-09-26,2014-09-29,2272,"Datascrip, PT.",Scanner,Canon / DR-C225W,Canon,Japan, 
2391/SPRHU/BBPPT/IX/2014,September,2014,2014-09-26,2014-09-29,2315,"Star World International, PT.",Wireless Speaker Player,MOSHI / Spatia,MOSHI,China, 
2392/SPRHU/BBPPT/IX/2014,September,2014,2014-09-26,2014-09-29,2361,"Thorley Industries, LLC",mamaRoo Seat,4Moms,4Moms,United States, 
2393/SPRHU/BBPPT/IX/2014,September,2014,2014-09-26,2014-09-29,846,"Huawei Tech Investment, PT.",LampSite,HUAWEI / LampSite UMTS,HUAWEI,China, 
2394/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2230,"Motorola Solutions, Inc.",Wireless Access Point,Motorola / AP-7522I,Motorola,China, 
2395/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2231,"Motorola Solutions, Inc.",Wireless Access Point,Motorola / AP-7522,Motorola,China, 
2396/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2233,"Motorola Solutions, Inc.",Wireless Access Point,Motorola / AP-7532,Motorola,China, 
2397/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2119,"Berca Cakra Teknologi, PT.",Personal Access Network,Personal Access Network,Personal Access Network,Indonesia, 
2398/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2183,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A33A,EVERCOSS,China, 
2399/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2192,"Arga Mas Lestari, PT.",Tablet PC,ADVAN / T5C Pro,ADVAN,China, 
2400/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2196,"Shambala Himalaya Persada, PT.",Telepon Selular,X COM / X 730,X COM,China, 
2401/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2197,"Shambala Himalaya Persada, PT.",Telepon Selular,STRAWBERRY / S 2,STRAWBERRY,China, 
2402/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2200,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A53A,EVERCOSS,China, 
2403/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2201,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A33,EVERCOSS,China, 
2404/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2208,"LENOVO INDONESIA, PT.",Portable Tablet Computer,lenovo / YOGA / Tablet 2 Pro-1380L,Lenovo,China, 
2405/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2212,"Sinar Global Solusindo, PT.",GPS Tracker,TRACKER / OTO-10 (FL-10),TRACKER,Singapore, 
2406/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2224,"Nokia Indonesia, PT.",Telepon Selular,Microsoft / RM-1090/RM-1090,Microsoft,China, 
2407/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2236,"LG Electronics Indonesia, PT.",Pesawat Telpeon Selular,LG / D724,LG,China, 
2408/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-09-29,2239,Asustek Computer Inc.,ASUS Tablet,ASUS / K015,ASUS,China, 
2409/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-02,881 (2013),"NEC Indonesia, PT.",Digital TV Transmitter,NEC / DTU-70/2R5PQFB,NEC,Japan, 
2410/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,571,"Harman/Becker Automotive System, Inc.",Automotive Infotainment Unit,Harman / VP4 GT,Harman,United States, 
2411/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,1474,PT. Sinar Mentari Era Jaya,OBDII HSPA GPS Tracker,Atrack / AX7,ATRACK,Taiwan, 
2412/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,1707,"Global Multi Adikarya, PT.",Audio Video Wifi,eureKa / AV Wifi ET-603,eureKa,"Korea, Republic of", 
2413/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,1708,"Global Multi Adikarya, PT.",Audio Video Wifi,eureKa / AV Wifi ER-703,eureKa,"Korea, Republic of", 
2414/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,1837,"Arga Mas Lestari, PT.",Telepon Selular,ADVAN / S4M,ADVAN,China, 
2415/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2171,"Nokia Indonesia, PT.",Telepon Selular,Nokia / RM-978/RM-978,Nokia,Vietnam, 
2416/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2198,"Shambala Himalaya Persada, PT.",Telepon Selular,STRAWBERRY / S 1,STRAWBERRY,China, 
2417/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2215,"LENOVO INDONESIA, PT.",Portable Tablet Computer,lenovo / YOGA Tablet 2-830LC,Lenovo,China, 
2418/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2280,PT. Ampnet Mega Pacific,Ethernet Switch,Alcatel-Lucent / OS6450-10L,Alcatel-Lucent,China, 
2419/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-02,2282,PT. Ampnet Mega Pacific,Ethernet Switch,Alcatel-Lucent / OS6450-P10L,Alcatel-Lucent,China, 
2420/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2307,"Star World International, PT.",AproGear Bluetooth Wristband,Aprolink / BNDO4-BK,Prolink,China, 
2421/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2350,"ACER INDONESIA, PT.",Liquid Leap,ACER,Acer,China, 
2422/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2425,"TRIKOMSEL OKE TBK, PT.",PENGERAS SUARA (SPEAKER),HARMAN / JBL/CLIP,Harman,China, 
2423/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2426,"TRIKOMSEL OKE TBK, PT.",Headphone,HARMAN / JBLSYNCHROS E40BT,Harman,China, 
2424/SPRHU/BBPPT/IX/2014,September,2014,2014-09-29,2014-10-01,2427,"TRIKOMSEL OKE TBK, PT.",PENGERAS SUARA (SPEAKER),HARMAN / JBL/FLIP2,Harman,China, 
2425/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2211,"Agra Mas Lestari, PT.",Tablet PC,ADVAN / W100 1002,ADVAN,China, 
2426/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,1780,"Sentra Electrindo Sentosa, PT.",Digital Camera,CASIO / EX-FR10,CASIO,China, 
2427/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,1781,"Sentra Electrindo Sentosa, PT.",Digital Camera,CASIO / EX-FR10CT,CASIO,China, 
2428/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2216,"Motorola Solutions Indonesia, PT.",Mobile Radio,"Motorola / XiR M8668, 800 MHz (TX 806-824 MHz, RX 851-870 MHz)",Motorola,Malaysia, 
2429/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2217,"Motorola Solutions Indonesia, PT.",Mobile Radio,"Motorola / XiR M8628, 800 MHz (TX 806-824 MHz, RX 851-870 MHz)",Motorola,Malaysia, 
2430/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2228,"Netcomp System, PT.",Modem Selular,Huawei / E3276,HUAWEI,China, 
2431/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2232,"Motorola Solutions, Inc.",Wireless Access Point,Motorola / AP-7532I,Motorola,China, 
2432/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2252,"INDONESIA OPPO ELECTRONICS, PT.",Smartphone,OPPO / N3,OPPO,China, 
2433/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2260,"Centralink Sentosa, PT.",Microwave Antenna,Xian Putian / WTC06-212 (21.2 - 23.6 GHz),Xian Putian,China, 
2434/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2275,"ZTE Indonesia, PT.",Antenna,ANDREW / HWXX-6516DS1-A2M,Andrew,China, 
2435/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2276,"SENTRA PRIMER SOLUSINDO, PT.",Tablet PC,MOVIMAX / H12,MOVIMAX,China, 
2436/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2279,"LENOVO INDONESIA, PT.",Mobile Phone,lenovo / Lenovo X2-AP,Lenovo,China, 
2437/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2351,ASTRO International,Bluetooth Headphone,Sol republic,Sol Republic,China, 
2438/SPRHU/BBPPT/IX/2014,September,2014,2014-09-30,2014-10-01,2381,Aruba Networks Inc.,Wireless Access Point,Aruba Networks / APINH103,Aruba Networks,China, 
2439/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2277,"Kent Power Dinamika Indonesia, PT.",Bluetooth Headset,JABEES / VICTOR,JABEES,China, 
2440/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2278,"Kent Power Dinamika Indonesia, PT.",BLUETOOTH SPEAKERPHONE,JABEES / BOB,JABEES,China, 
2441/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2289,"Huawei Tech Investment, PT.",Mobile Wifi,HUAWEI / E5336Bs-2,HUAWEI,China, 
2442/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2294,Panasonic Corporation,WIRELESS DOOR LOCK CONTROL Receiver,Daihatsu / EMU36070B01,Daihatsu,Thailand, 
2443/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2295,Panasonic Corporation,WIRELESS DOOR LOCK CONTROL TRANSMITTER,TOYOTA / 89742-BZ050,TOYOTA,Thailand, 
2444/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2296,Panasonic Corporation,WIRELESS DOOR LOCK CONTROL TRANSMITTER,Daihatsu / 89742-BZ060,Daihatsu,Thailand, 
2445/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2309,"DESTIANA CIPTA LAKSANA, CV.",Bluetooth Speaker,ADVANCE / M180BT,ADVANCE,China, 
2446/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2312,"Star World International, PT.",Bluetooth Headset,Plantronics / M70,Plantronics,China, 
2447/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2370,Misfit Wearables Corporation,Flash,Misfit,MISFIT,China, 
2448/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2413,JVC Kenwood Corporation,MONITOR WITH DVD RECEIVER,KENWOOD / DNR935WBT,KENWOOD,Indonesia, 
2449/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2428,"TRIKOMSEL OKE TBK, PT.",PENGERAS SUARA (SPEAKER),HARMAN / JNL/ PULSE,Harman,China, 
2450/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2429,"TRIKOMSEL OKE TBK, PT.",PENGERAS SUARA (SPEAKER),HARMAN / CHARGE 2,Harman,China, 
2451/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2271,"Dassaga Komunikasi, PT.",DCS Multi-carier Power Amplifier,CenRF / DCS Multi-Carier Power Amplifier,CenRF,China, 
2452/SPRHU/BBPPT/X/2014,Oktober,2014,1-Oct-14,2014-10-02,2268,"Dassaga Komunikasi, PT.",WCDMA Multi-Carier Power Amplifier,CenRF / WCDMA Multi-Carier Power Amplifier,CenRF,China, 
2453/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,1648,"International Trading Co., CV.",Wireless Gateway,HUAWEI / B68L,HUAWEI,China, 
2454/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2025,"Casio Computer Co., Ltd.",Bluetooth Watch,Casio / EDB-500,CASIO,China, 
2455/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2284,"Huawei Tech Investment, PT.",Firewall,HUAWEI / Secospace USG6650,HUAWEI,China, 
2456/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2285,"Huawei Tech Investment, PT.",Firewall,HUAWEI / Secospace USG6370,HUAWEI,China, 
2457/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2286,"Huawei Tech Investment, PT.",Firewall,HUAWEI / Secospace USG6320,HUAWEI,China, 
2458/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2287,"Huawei Tech Investment, PT.",Firewall,HUAWEI / Secospace USG6680,HUAWEI,China, 
2459/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,567,"TPLINK INDONESIA, PT.",Wireless Power Bank,TP-LINK / M5360,TP-LINK,China, 
2460/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2298,"Motorola Solutions Indonesia, PT.",Mobile Radio,"Motorola / XiR M8660, 403-438 Mhz",Motorola,Malaysia, 
2461/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2299,"Motorola Solutions Indonesia, PT.",Mobile Radio,"Motorola / XiR M8668, 403-438Mhz",Motorola,Malaysia, 
2462/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2301,"Samsung Electronics Indonesia, PT.",Telepon Selular,samsung / SM-G313HU,SAMSUNG,Vietnam, 
2463/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2302,"Samsung Electronics Indonesia, PT.",Telepon Selular,samsung / SM-G313HU,SAMSUNG,China,   
2464/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2308,"Arga Mas Lestari, PT.",Tablet PC,ADVAN / T5C+  7805,ADVAN,China, 
2465/SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2357,WAHGO International,Handy Talkie VHF Digital & Portable Radios,KENWOOD,KENWOOD,Singapore, 
2466SPRHU/BBPPT/X/2014,Oktober,2014,2-Oct-14,2014-10-03,2374,"MOBILKOM TELEKOMINDO, PT.",Portable Radio,Hytera / PD708 VHF,Hytera,China, 
2467/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2293,"FUJIFILM INDONESIA, PT.",Digital Camera,Fujifilm / X30,FUJIFILM,China, 
2468/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2331,"Samsung Electronics Indonesia, PT.",Personal Access Network,samsung,SAMSUNG,Vietnam, 
2469/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2333,Leica Camera AG,Digital Camera,Leica,Leica,Japan, 
2470/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2356,WAHGO International,VHF Digital Repeater & FM Base Units,Kenwood,KENWOOD,Singapore, 
2471/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2373,"MOBILKOM TELEKOMINDO, PT.",Repeater,Hytera / RD988S VHF,Hytera,China, 
2472/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2403,"Nikon Indonesia, PT.",Digital Camera,Nikon / N1405,Nikon,Thailand, 
2473/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2404,"Alta Nikindo, PT.",Digital Camera,Nikon / N1405,Nikon,Thailand, 
2474/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2420,"Kostal (Shanghai ) Management co., Ltd.",EV Remote ,Kostal / K9499-022,Kostal,China, 
2475/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2423,"TRIKOMSEL OKE TBK, PT.",headphone   ,HARMAN / JNL / SYCHROS E50BT,Harman,China, 
2476/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2424,"TRIKOMSEL OKE TBK, PT.",EARPHONE,HARMAN / JBL / SYNCHROSJ46BT,Harman,China, 
2477/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2436,"TRIKOMSEL OKE TBK, PT.",EARPHONE,HARMAN / JBL/SYNCHROS REFLECT BT,Harman,China, 
2478/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2440,"Mitra Retail., CV.",Portable Bluetooth Speaker,WELLCOMM / Nyne Mini,WELLCOMM,China, 
2479/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2470,SONY CORPORATION,Bluetooth Audio System,SONY / MEX-N4150BT,SONY,Thailand, 
2480/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2471,SONY CORPORATION,Bluetooth Audio System,sony / mex-n5150bt,SONY,Thailand, 
2481/SPRHU/BBPPT/X/2014,Oktober,2014,3-Oct-14,2014-10-06,2478,"Sinar Global Solusindo, PT.",Bluetooth,ROMAN / X3S,ROMAN,China, 
2482/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2259,"Huawei Tech Investment, PT.",Router,HUAWEI / AR157VW,HUAWEI,China, 
2483/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2311,"Avaya, Inc.",Ethernet Switch,Avaya / Ethernet Routing Switch 5632FD,Avaya,China, 
2484/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2313,"Samsung Electronics Indonesia, PT.",Bluetooth Accesories,SAMSUNG / Gear Circle,SAMSUNG,China, 
2485/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2378,HANDLINK TECHNOLOGIES INC,Hotspot in a Printer,Handlink / WG-500p,Handlink,Taiwan, 
2486/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2434,"Sampoerna Telekomunikasi Indonesia, PT.",Antena Panel,Ledmate / LM-P450-8,Ledmate,China, 
2487/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2435,"Sampoerna Telekomunikasi Indonesia, PT.",Antena Celling,Ledmate / LM-C450-3,Ledmate,China, 
2488/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2441,"Mitra Retail., CV.",Portable Bluetooth Speaker,WELLCOMM / NYNE CRUISER,WELLCOMM,China, 
2489/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2444,"TRIKOMSEL OKE TBK, PT.",PENGERAS SUARA (SPEAKER),harman/KARDON/ESQUIRE,Harman,China, 
2490/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2450,"Western Digital Tecnologies, Inc.",My Passport Wireless,WD / E2B,WD,China, 
2491/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2475,"Cisco Technologies Indonesia, PT.",Wireless Access Point,CisCo / AiR-AP5321-UXK9,Cisco,China, 
2492/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2476,"LENOVO INDONESIA, PT.",Portable Tablet Computer,lenovo / Lenovo TAB 2 A7 - 10 F,Lenovo,China, 
2493/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2502,"LEAPFROG INDONESIA, PT.",Bluetooth Speaker,Audiobox / P2000-BTMI,Audiobox,China, 
2494/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2508,"NIXON, INC.",mini blaster,NIXON / H012,NIXON,China, 
2495/SPRHU/BBPPT/X/2014,Oktober,2014,6-Oct-14,2014-10-08,2523,"Aries Indo Global, PT.",Tablet PC,EVERCOSS / W7B,EVERCOSS,China, 
2496/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2062,"Sony Indonesia, PT.",Interchangeable Lens Digital Camera,SONY / WW024382,SONY,Thailand, 
2497SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2303,"Samsung Electronics Indonesia, PT.",Telepon Selular,SAMSUNG / SM-R750,SAMSUNG,Vietnam, 
2498/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2310,"MNC SKY VISION, Tbk., PT.",LNB,Chaparral Comunications  / Digital Ready C-Band 20°K,Chaparral Comunications ,China, 
2499/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2319,"ZANASFAR MANDIRI, PT.",Mesin EDC,Function / KF900,FUNCTION,China, 
2500/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2334,"Primacom Interbuana, PT.",BUC,Agilis ,Agilis,Singapore, 
2501/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2343,PT. Ampnet Mega Pacific,Ethernet Switch,Alcatel-Lucent,Alcatel-Lucent,China, 
2502/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2457,"HARMAN INDONESIA, PT.",Headphone,Edifier / W670BT,Edifier,China, 
2503/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2335,"Icherry Selular Indonesia, PT.",Telepon Selular,I CHERRY,I CHERRY,China, 
2504/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2336,"Icherry Selular Indonesia, PT.",Telepon Selular,I CHERRY,I CHERRY,China, 
2505/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2338,"Icherry Selular Indonesia, PT.",Telepon Selular,I CHERRY,I CHERRY,China, 
2506/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2339,"Icherry Selular Indonesia, PT.",Telepon Selular,I CHERRY,I CHERRY,China, 
2507/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2348,"Maju Express Indonesia, PT.",Telepon Selular,Mito,Mito,China, 
2508/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2359,"Cisco Technologies Indonesia, PT.",Ethernet Switch,CISco,Cisco,China, 
2509/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2369,"Panggung Electric Citrabuana, PT.",Base Station,ZTE,ZTE,Indonesia, 
2510/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2472,"Taman Sari Adijaya, PT.",Bluetooth Speaker,iHOME / IBN97,iHome,China, 
2511/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2473,"Taman Sari Adijaya, PT.",Bluetooth Speaker,iHOME/ IBN20,iHome,China, 
2512/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2342,PT. Ampnet Mega Pacific,Ethernet Switch,Alcatel-Lucent,Alcatel-Lucent,China, 
2513/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2344,PT. Ampnet Mega Pacific,Ethernet Switch,Alcatel-Lucent,Alcatel-Lucent,China, 
2514/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2352,"DINAMIKA CIPTA SOLUSI, PT.",Switch,Mikrotik,Mikrotik,Latvia, 
2515/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-08,2365,"Panggung Electric Citrabuana, PT.",TV LED 32 Inch dengan penerima DVB-T2,AKARI,AKARI,Indonesia, 
2516/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-10,3378 (2013),"D-Link International Pte., Ltd.",Wireless Dual Band Cloud Router,D-Link / DIR-820L,D-Link,China, 
2517/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-10,2245,"Protech Automation Solution, PT.",COLLECTOR DATA COMPUTER,SOFREL / LS 42,SOFREL,China, 
2518/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-10,2321,"MLW Telecom, PT.",USB MINI,SpeedUp,SPEEDUP,China, 
2519/SPRHU/BBPPT/X/2014,Oktober,2014,08-Oct-14,2014-10-10,2387,"Arga Mas Lestari, PT.",Tablet PC,ADVAN / EIC New,ADVAN,China, 
2520/SPRHU/BBPPT/X/2014,Oktober,2014,09-Oct-14,2014-10-10,2371,"SKYNET INDONESIA, PT.",Digital TV Modulator and Trans-Modulator,PBI / DMM-2400TM,PBI,China, 
2521/SPRHU/BBPPT/X/2014,Oktober,2014,09-Oct-14,2014-10-10,2379,"Cisco Technologies Indonesia, PT.",Ethernet Switch,Cisco / SG500XG-8F8t,Cisco,China, 
2522/SPRHU/BBPPT/X/2014,Oktober,2014,09-Oct-14,2014-10-10,2380,"Cisco Technologies Indonesia, PT.",Ethernet Switch,Cisco / SF302-08PP,Cisco,China, 
2523/SPRHU/BBPPT/X/2014,Oktober,2014,09-Oct-14,2014-10-10,2398,"Alpha Inti Technology, PT.",GPS Tracker,Concox / TR06,CONCOX,China, 
2524/SPRHU/BBPPT/X/2014,Oktober,2014,09-Oct-14,2014-10-10,2458,"Nokia Indonesia, PT.",WIFI,Microsoft / HD-10,Microsoft,China, 
2525/SPRHU/BBPPT/X/2014,Oktober,2014,09-Oct-14,2014-10-10,2479,"Sinar Global Solusindo, PT.",Bluetooth,ROMAN / R9030,ROMAN,China, 
2526/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,1470,"Alpha Dunia Online, PT.",Telepon Selular,ALDO / AL-246,ALDO,China, 
2527/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2014,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A54,EVERCOSS,China, 
2528/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2015,"Aries Indo Global, PT.",Telepon Selular,EVERCOSS / A53,EVERCOSS,China, 
2529/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2255,"Dassaga Komunikasi, PT.",WCDMA Digital Fiber Optical Repeater Master Unit,CenRF / WCDMA Digital Fiber Optical  Repeater Master Unit,CenRF,China, 
2530/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2270,"Dassaga Komunikasi, PT.",WCDMA Digital Fiber Optical Repeater Remote Unit,CenRF / WCDMA Digital Fiber Optical  Repeater Remote Unit,CenRF,China, 
2531/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2304,"ZTE Indonesia, PT.",Antenna,Andrew / RVVPX3 1 OB2,Andrew,China, 
2532/SPRHU/BBPPT/X/2014,Oktober,2014,10-Oct-14,2014-10-13,2305,"ZTE Indonesia, PT.",Antenna,Andrew / CVVPX3 1 OR 1,Andrew,China, 
