id,nomor_memo_dinas,tahun_masuk,bulan_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
S18928,1705/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1585,"Epson Indonesia, PT.",Wireless LAN USB Module/ WLU6117-D69 (RoHS),EPSON / 2167573,EPSON,Jepang, 
S18929,1706/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1598,CALSONIC KANSEI CORPORATION ,The Keyless entry system for vehicle,HNISSA / MSRA16 / GSRB13,HNISSA,Jepang, 
S18930,1707/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1605,"DELL INDONESIA, PT.",Portable Computer ,DELL / P47F,DELL,Tiongkok, 
S18931,1708/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1606,"DELL INDONESIA, PT.",Portable Computer ,DELL / P50F,DELL,Tiongkok, 
S18932,1709/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1620,"Hewlett-Packard Indonesia, PT.",HP Wireless Mouse ,hp / SM-2061,HP,Tiongkok, 
S18933,1710/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1621,"Hewlett-Packard Indonesia, PT.",HP Wireless Keyboard,hp / SK-2061,HP,Tiongkok, 
S18934,1711/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1622,"Hewlett-Packard Indonesia, PT.",HP K4600 Bluetooth Keyboard,hp / UH1B,HP,Tiongkok, 
S18935,1712/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1383,"Sony Indonesia, PT.",Home Audio System,SONY / CMT-SX7,SONY,Tiongkok, 
S18936,1713/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1475,"LENOVO INDONESIA, PT.",Lenovo Mobile Phone,lenovo / Lenovo A6010,LENOVO,Tiongkok, 
S18937,1714/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1504,"Smart Telecom, PT.",Subscriber Station / Mini Router ,Haier (Andromax M2Y) / M25X1H,HAIER (ANDROMAX M2Y),Tiongkok, 
S18938,1715/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1513,"Atlantik, CV.",Two Way Radio ,Werwei / VEV-UV888,WERWEI,Tiongkok, 
S18939,1716/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1547,"ACER INDONESIA, PT.",Komputer laptop,Acer / Aspire ES1-431,ACER,Tiongkok, 
S18940,1717/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1551,"DATASCRIPT, PT.",Photo Storage ,Canon / Vonnect Station CS100,CANON,Tiongkok, 
S18941,1718/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1552,GN Netcom A/S,Bluetooth hHeadset ,Jabra / OTE25,JABRA,Tiongkok, 
S18942,1719/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1682,"MANNA AUDIO, PT",Wi-Fi® Music System ,BOSE / SoundTouch? 30-412550,BOSE,Mexico, 
S18943,1720/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1582,"GEMILANG ANANTA, PT.",AIS Transmitter ,em-trak / i100,EM-TRAK,United Kingdom, 
S18944,1721/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1583,"GEMILANG ANANTA, PT.",AIS Receiver ,AIR RX Carbon / RH100,AIR RX CARBON,Swedia, 
S18945,1722/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1625,"DELL INDONESIA, PT.",Portable Computer ,DELL / P63G,DELL,Tiongkok, 
S18946,1723/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1630,"DELL INDONESIA, PT.",Desktop Computer,DELL / D14A,DELL,Tiongkok, 
S18947,1724/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1650,DENSO CORPORATION ,Remote Keyless Entry System (Receiver),DENSO / 13BBT,DENSO,Jepang, 
S18948,1725/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1651,DENSO CORPORATION ,Electronic Key ,DENSO / 14FBD,DENSO,Jepang, 
S18949,1726/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1654,DENSO CORPORATION ,Remote Keyless Entry System (Transmitter),DENSO / 12BBT,DENSO,Jepang, 
S18950,1727/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1683,"Harman International Industries, Inc.",Portable Wireless Speaker ,JBL / PULSE 2,JBL,Tiongkok, 
S18951,1728/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,07 Juli 2015,1686,"Hewlett-Packard Indonesia, PT.",HP Wireless Keyboard ,hp / KBRF7171,HP,Tiongkok, 
S18952,1729/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1303,"Panggung Electric Citrabuana, PT.",Mobile Phone,ZTE / Blade Q Lux ,ZTE,Indonesia, 
S18953,1730/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1322,"SANKEN ARGADWIJA, PT.",SPEAKER AKTIF,SANKEN / SMM-1000 BY,SANKEN,Indonesia, 
S18954,1731/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1347,"SANKEN ARGADWIJA, PT.",SPEAKER AKTIF,SANKEN / SMM-3500 BU,SANKEN,Indonesia, 
S18955,1732/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1348,"SANKEN ARGADWIJA, PT.",SPEAKER AKTIF,SANKEN / SMM-4000 BU,SANKEN,Indonesia, 
S18956,1733/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1365,"Bralink Integrated, PT.",Ku-Band Gen IV Klystron High Power Amplifier,CPI Communication and Power Industries / K4U,CPI COMMUNICATION AND POWER INDUSTRIES,Kanada, 
S18957,1734/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1393,"Sony Indonesia, PT.",Home Audio System,SONY / MHC-GZX33D,SONY,Malaysia, 
S18958,1735/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1493,MUSIC LIFE LIMITED,Bluetooth Speaker ,jarre / AeroSkull HD,JARRE,Tiongkok, 
S18959,1736/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1526,"TPLINK INDONESIA, PT.",Wireless N Router ,TP-LINK / TL-WR941ND,TP-LINK,Tiongkok, 
S18960,1737/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1571,"Aries Indo Global, PT.",TABLET PC ,EVERCOSS / W8A,EVERCOSS,Tiongkok, 
S18961,1738/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1579,"SMART LINTAS MEDIA, PT.",Network Security Management ,HandDreamnet / VIPM Plus ,HANDDREAMNET,Korea Selatan, 
S18962,1739/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1615,"Vocollect, Inc.",Wireless Terminal A710,VOCOLLECT / TAP910-01,VOCOLLECT,Amerika Serikat, 
S18963,1740/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1626,"DELL INDONESIA, PT.",Desktop Computer,DELL / D19M,DELL,Tiongkok, 
S18964,1741/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1670,"MIGA ORRICOM INDONESIA, PT.",Modem ,Maestro / M100 3G M1003GXT02,MAESTRO,Tiongkok, 
S18965,1742/SPRHU/BBPPT/VII/2015,2015,Juli,07-Jul-15,09 Juli 2015,1673,"Pramatya Digital Telecom, PT.",Smart Phone ,VIVO / VIVO Y15S,VIVO,Tiongkok, 
S18966,1743/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1346,"ACER INDONESIA, PT.",Dekstop All In One,Acer / Aspire Z3-710,ACER,Tiongkok, 
S18967,1744/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1394,"Sony Indonesia, PT.",Television ,SONY / KD-55X9000C,SONY,Malaysia, 
S18968,1745/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1542,"Samsung Electronics Indonesia, PT.",Komputer Tablet ,SAMSUNG / SM-T113NU,SAMSUNG,Vietnam, 
S18969,1746/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1580,"APPLE INDONESIA, PT.",Apple Watch Demo ,APPLE / A1623,APPLE,Tiongkok, 
S18970,1747/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1591,"DWI TUNGGAL PUTRA, PT.",C-Band 5W BUC,NJRC / NJT 5677F,NJRC,Jepang, 
S18971,1748/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1596,"KOMINDO BIZOLUSI, PT.","Mesin Multifungsi (Fotocopy, Printer dan Fax)",KYOCERA / TASKalfa 4501i,KYOCERA,Tiongkok, 
S18972,1749/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1601,"DWI TUNGGAL PUTRA, PT.",C-Band 2W BUC ,NJRC / NJT 5667 F,NJRC,Jepang, 
S18973,1750/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1603,"DWI TUNGGAL PUTRA, PT.",C-Band LNB ,Norsat / 3120 CF,NORSAT,Canada, 
S18974,1751/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1608,"MAXIMART INDONESIA, CV",Keyboard Mouse Nirkabel ,Fantech / WK-890,FANTECH,Tiongkok, 
S18975,1752/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1623,"Hewlett-Packard Indonesia, PT.",HP Mesin Printer ,hp / SNPRC-1603-01,HP,Tiongkok, 
S18976,1753/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1629,"DELL INDONESIA, PT.",Desktop Computer,DELL / D13S,DELL,Tiongkok, 
S18977,1754/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1658,"DELL INDONESIA, PT.",Desktop Computer ,DELL / D13M,DELL,Tiongkok, 
S18978,1755/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1668,"DESTIANA CIPTA LAKSANA, CV.",BLUETOOTH HEADSET ,ADVANCE / x9,ADVANCE,Tiongkok, 
S18979,1756/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1678,"Global Mobile Technologie, PT.",Telepon Selular ,BELLPHONE / BP 138,BELLPHONE,Tiongkok, 
S18980,1757/SPRHU/BBPPT/VII/2015,2015,Juli,08-Jul-15,09 Juli 2015,1692,"Netcomp System, PT.",Modem Selular ,ZTE / K3806Z,ZTE,Tiongkok, 
S18981,1758/SPRHU/BBPPT/VII/2015,2015,Juli,09-Jul-15,09 Juli 2015,1304,"Mitra Retail., CV.",Headset Bluetooth ,WELLCOM / DUO POWER/BT-03,WELLCOM,Tiongkok, 
S18982,1759/SPRHU/BBPPT/VII/2015,2015,Juli,09-Jul-15,09 Juli 2015,1324,"AKSES KOMUNIKA UTAMA, PT.",3G Bonding ,PEPWAVE / MAX On The Go,PEPWAVE,Amerika Serikat, 
S18983,1760/SPRHU/BBPPT/VII/2015,2015,Juli,09-Jul-15,09 Juli 2015,1328,"LG Electronics Indonesia, PT.",IP Set Top Box,LG / ST950II-LN,LG,Indonesia, 
S18984,1761/SPRHU/BBPPT/VII/2015,2015,Juli,09-Jul-15,09 Juli 2015,1549,PT. NPSAFETY SYSTEM JAKARTA,Digital Tachograph,MNPSystem / NET-580,MNPSYSTEM,Korea Selatan, 
S18985,1762/SPRHU/BBPPT/VII/2015,2015,Juli,09-Jul-15,09 Juli 2015,1550,PT. NPSAFETY SYSTEM JAKARTA,Digital Tachograph,NPSystem / NET-500,NPSYSTEM,Korea Selatan, 
S18986,1763/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,10 Juli 2015,1530,"Epson Indonesia, PT.",Mesin Pencetak   ,EPSON / TM-P20/M327B,EPSON,Tiongkok, 
S18987,1764/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,10 Juli 2015,1586,"Epson Indonesia, PT.",Mesin Pencetak Multifungsi Faksimili Berwarna Inkjet ,EPSON / Epson L655,EPSON,Indonesia, 
S18988,1765/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,10 Juli 2015,1607,"DELL INDONESIA, PT.",Portable Computer ,DELL / P60G,DELL,Tiongkok, 
S18989,1766/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,10 Juli 2015,1611,"Arga Mas Lestari, PT.",Tablet PC,ADVAN / S7D,ADVAN,Tiongkok, 
S18990,1767/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,10 Juli 2015,1637,"Arga Mas Lestari, PT.",Pesawat Telepon Selular,ADVAN / S4Q,ADVAN,Tiongkok, 
S18991,1768/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,10 Juli 2015,1665,"Samindo Electronics, PT.",SET TOP BOX ,BIZNET HOME / CO1400 / DVB-C MPEG4 HD,BIZNET HOME,Indonesia, 
S18992,1769/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,13 Juli 2015,1609,"GNI NUSANTARA, PT",Radio Microwave Digital ,Ceragon / FibeAir IP-20G (15GHz),CERAGON,Amerika Serikat, 
S18993,1770/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,13 Juli 2015,1634,"D-Link International Pte., Ltd.",Wireless AC 1200 Concurret Dual Band Gigabit PoE Access Point,D-link / DAP-2660,D-LINK,Tiongkok, 
S18994,1771/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,13 Juli 2015,1662,"LENOVO INDONESIA, PT.",Personal Computer ,lenovo / Lenovo C20-00,LENOVO,Tiongkok, 
S18995,1772/SPRHU/BBPPT/VII/2015,2015,Juli,10-Jul-15,13 Juli 2015,1667,"Arga Mas Lestari, PT.",Pesawat Telepon Selular ,ADVAN / S35J,ADVAN,Tiongkok, 
S18996,1773/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1293,"LUMINOV GLOBAL INDONESIA, PT.",eNodeB Microcell LTE,Lumicore / Lumicore-MCZ-B3,LUMICORE,Indonesia, 
S18997,1774/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1341,"ACER INDONESIA, PT.",Komputer Laptop,Acer / Aspire SW3-013,ACER,Tiongkok, 
S18998,1775/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1473,"ASTRINDO SENAYASA, PT.",Intel® Compute Stick,Intel® / STCK1A32WFC,INTEL®,Tiongkok, 
S18999,1776/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1566,"DATASCRIPT, PT.",CAMCORDER ,Canon / 4K CAMCORDER XC10,CANON,Tiongkok, 
S19000,1777/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1584,"Disney Interactive Studios, Inc ",Disney Infinity Base,Disney Infinity / INF-8039228,DISNEY INFINITY,Amerika Serikat, 
S19001,1778/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1593,"Aries Indo Global, PT.",PESAWAT TELEPON SELULAR ,EVERCOSS / R5C,EVERCOSS,Tiongkok, 
S19002,1779/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1610,"SKY LBS TV, PT.",IPTV STB (SET TOP BOX),SKY WORTH / i71,SKY WORTH,Tiongkok, 
S19003,1780/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1618,"Huawei Tech Investment, PT.",Router ,HUAWEI / NE40E-X8A,HUAWEI,Tiongkok, 
S19004,1781/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1633,"KYODA PULAUMAS SEJATI, PT.",Mesin Multi fungsi,Kyocera / Taskalfa 2551ci,KYOCERA,Tiongkok, 
S19005,1782/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1639,"KYODA PULAUMAS SEJATI, PT.",Mesin Multi fungsi,Kyocera / Ecosys M2535dn,KYOCERA,Tiongkok, 
S19006,1783/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1652,Panasonic Corporation      ,Car Audio ,Panasonic / BX1501,PANASONIC,Thailand, 
S19007,1784/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1663,"LENOVO INDONESIA, PT.",Personal Computer ,lenovo / Lenovo S200z,LENOVO,Tiongkok, 
S19008,1785/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1680,"Global Mobile Technologie, PT.",Telepon Selular ,BELLPHONE / NP 128,BELLPHONE,Tiongkok, 
S19009,1786/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1706,"MITRA SEJATI, CV",Radio Portable ,HYT by Hytera / TC 780 (UHF 5 Watt),HYT BY HYTERA,Tiongkok, 
S19010,1787/SPRHU/BBPPT/VII/2015,2015,Juli,13-Jul-15,14 Juli 2015,1740,"Global Mobile Technologie, PT.",Telepon Selular ,BELLPHONE / BP 139,BELLPHONE,Indonesia, 
S19011,1788/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1640,"Aneka Infokom Tekindo, PT.",DIGITAL PABX ,TOSHIBA / STRATA CIX670,TOSHIBA,Jepang, 
S19012,1789/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,15 Juli 2015,1653,Aruba Networks Inc.,Aruba LS-BT1 Location Beacon ,Aruba / ARBT0100,ARUBA,Tiongkok, 
S19013,1790/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1664,"Sony Indonesia, PT.",Sound Bar ,SONY / HT-CT80,SONY,Tiongkok, 
S19014,1791/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1671,BROADCOM CORPORATION ,"Broadcom 802,11a/g/n/ac WLAN + Bluetooth PCI-E Custom Combinnation Card ",Broadcom / BCM943602CDP,BROADCOM,Tiongkok, 
S19015,1792/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1690,"Dwi Utama Perkasa, PT.",PESAWAT TELEPON SELULAR ,MAXTRON / C17,MAXTRON,Tiongkok, 
S19016,1793/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1702,"MITRA SEJATI, CV",Radio Portable ,HYT by Hytera / TC 508 (UHF 4 Watt),HYT BY HYTERA,Tiongkok, 
S19017,1794/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1703,"MITRA SEJATI, CV",Radio Portable ,"HYT by Hytera / TC 780 (VHF 136 - 174 MHz, 5 Watt)",HYT BY HYTERA,Tiongkok, 
S19018,1795/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1704,"MITRA SEJATI, CV",Radio Portable ,HYT by Hytera / TC 580 (UHF 4 Watt),HYT BY HYTERA,Tiongkok, 
S19019,1796/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1705,"MITRA SEJATI, CV",Radio Mobile ,"HYT by Hytera / TM 628 H (VHF 136 - 174 MHz, 50 Watt)",HYT BY HYTERA,Tiongkok, 
S19020,1797/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1719,GN Netcom A/S,Bluetooth Headset ,Jabra / HSC018W,JABRA,Tiongkok, 
S19021,1798/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1720,"Vocollect, Inc.",Wireless Teminal A730,VOVOLLECT / TAP930-01,VOVOLLECT,Amerika Serikat, 
S19022,1799/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1721,"Mitra Retail., CV.",ONETOUCH WATCH BLUETOOTH ,ALCATEL / SM-02,ALCATEL,Tiongkok, 
S19023,1800/SPRHU/BBPPT/VII/2015,2015,Juli,14-Jul-15,14 Juli 2015,1722,"Plantronics, Inc.",Bluetooth Headset ,PLANTRONICS / VOYAGER LEGEND SPECIAL EDITION,PLANTRONICS,Tiongkok, 
S19024,1801/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,3198 (2014),"Symbol Technologies, Inc.",Radio Module,Symbol / 21-148603-0B,SYMBOL,Tiongkok, 
S19025,1802/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,975,"Sensormatic Electronics, LLC",IDX-2000 Reader Sensor Network Appliance ,Sensormatic / IDX-2000-W2,SENSORMATIC,Mexico, 
S19026,1803/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1355,Panasonic Corporation AVC Networks Company,Personal Computer CF-54C,Panasonic / CF-64C,PANASONIC,Taiwan, 
S19027,1804/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1361,PT. Panca Komunindo Perkasa,WIRELSS LANN ,Afar / Wireless Ethernet Bridge / AR24027E,AFAR,Tiongkok, 
S19028,1805/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1499,"VISI MANDIRI BARU, PT.",Personal Computer   ,panasonic / CF-SX4,PANASONIC,Jepang, 
S19029,1806/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1510,"NEC Indonesia, PT.",IP PBX ,NEC / UNIVERGE SV9500,NEC,Jepang, 
S19030,1807/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1602,"DWI TUNGGAL PUTRA, PT.",Modem Satellite ,iDirect / Evolution X3 Satellite Router ,IDIRECT,Amerika Serikat, 
S19031,1808/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1619,"PICOTEL NUSANTARA, PT.",Repeater  ,CERNTEL / T1017,CERNTEL,Tiongkok, 
S19032,1809/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1638,"ARTHA SURYA KOMUNIKA, PT.",Radio Dua Arah ,JACOM / JACOM JC-2R VHF 136 - 174 MHz,JACOM,Tiongkok, 
S19033,1810/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1643,"Star Multimedia Abadi, PT.",CAMERA ,DGtel / Dgpro/HD1080P,DGTEL,Tiongkok, 
S19034,1811/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1655,"ACER INDONESIA, PT.",Komputer Tablet ,Acer / B1-770,ACER,Tiongkok, 
S19035,1812/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1666,"KONEXINDO UNITAMA, PT.",Ku-Band Universal PLL Single LNBF,TransVision / GKF-L01TB,TRANSVISION,Tiongkok, 
S19036,1813/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1691,"Sarana Kencana Mulya, PT.",PENGERAS SUARA ,POLYTRON / PSP B2,POLYTRON,Tiongkok, 
S19037,1814/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1675,"V2 INDONESIA, PT.",Bluetooth Speaker ,NAKAMICHI / NBS723,NAKAMICHI,Tiongkok, 
S19038,1815/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1676,"V2 INDONESIA, PT.",Bluetooth Speaker ,NAKAMICHI / My Pawa Plus ,NAKAMICHI,Tiongkok, 
S19039,1816/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1695,"Symbol Technologies, Inc.",Mobile Computer ,Symbol / MC32N0,SYMBOL,Tiongkok, 
S19040,1817/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1698,LINKSYS PTE. LTD,Wi-Fi Router ,LINKSYS / WRT1900AC V2,LINKSYS,Tiongkok, 
S19041,1818/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1696,"Vocollect, Inc.",Wireless Terminal A720,VOCOLLECT / TAP920-01,VOCOLLECT,Amerika Serikat, 
S19042,1819/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1700,"AD TIME, PT.",JAM TANGAN BLUETOOTH ,SUUNTO / SUUNTO AMBIT3,SUUNTO,Finlandia, 
S19043,1820/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1709,"MITRA SEJATI, CV",Radio Portable ,HYT by Hytera / TC 700 (UHF 5 Watt) ,HYT BY HYTERA,Tiongkok, 
S19044,1821/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1786,Pegatron Corporation,Tablet Computer ,TOSHIBA /.Satellite Click 10 LX0W-C,TOSHIBA,Jepang, 
S19045,1822/SPRHU/BBPPT/VII/2015,2015,Juli,15-Jul-15,22 Juli 2015,1794,PT. Infracom Telesarana,Integrated Receiver Decoder (IRD),SKYWORTH / IRD-21100,SKYWORTH,Tiongkok, 
S19046,1823/SPRHU/BBPPT/VII/2015,2015,Juli,22-Jul-15,23 Juli 2015,1697,"Huawei Tech Investment, PT.",Router ,Huawei / CX600-X2-M8,HUAWEI,Tiongkok, 
S19047,1824/SPRHU/BBPPT/VII/2015,2015,Juli,22-Jul-15,23 Juli 2015,1699,LINKSYS PTE. LTD,Wi-Fi Router ,LINKSYS / WRT1200AC,LINKSYS,Tiongkok, 
S19048,1825/SPRHU/BBPPT/VII/2015,2015,Juli,22-Jul-15,23 Juli 2015,1726,PT. Damai Sejati,Single Line Telephone,Sahitel / S21,SAHITEL,Tiongkok, 
S19049,1826/SPRHU/BBPPT/VII/2015,2015,Juli,23-Jul-15,24 Juli 2015,976,"Sensormatic Electronics, LLC",IDX-8000 Reader Sensor Network Appliance,Sensormatic / IDX-8000-W2,SENSORMATIC,Mexico, 
S19050,1827/SPRHU/BBPPT/VII/2015,2015,Juli,23-Jul-15,24 Juli 2015,1684,"SKY ONE INFORMATIKA INDONESIA, PT.",Smartphone,Kata / i3s,KATA,Tiongkok, 
S19051,1828/SPRHU/BBPPT/VII/2015,2015,Juli,23-Jul-15,24 Juli 2015,1701,GARMIN Corporation,Handheld GPS Receiver ,Garmin /eTrex 30x,GARMIN,Taiwan, 
S19052,1829/SPRHU/BBPPT/VII/2015,2015,Juli,23-Jul-15,24 Juli 2015,1707,Sennheiser Communications A/S,Bluetooth Headset ,SENNHEISER / MB Pro 1 UC ML,SENNHEISER,Tiongkok, 
S19053,1830/SPRHU/BBPPT/VII/2015,2015,Juli,23-Jul-15,24 Juli 2015,1708,Sennheiser Communications A/S,Bluetooth Headset  ,SENNHEISER / MB Pro 2 UC ML,SENNHEISER,Tiongkok, 
