id,nomor_memo_dinas,tahun_masuk,bulan_masuk,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,merk,negara_pembuat,keterangan
S18803,1580/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1263,"Arga Mas Lestari, PT.",Pesawat Telepon Selular,ADVAN / S3D,ADVAN,Tiongkok, 
S18804,1581/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1378,LINKSYS PTE. LTD,Wi-Fi Range Extender,LINKSYS / RE3000W V2,LINKSYS,Taiwan, 
S18805,1582/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1443,"ALPS ELECTRIC CO., LTD.",KEYLESS TRANSMITTER,DAIHATSU / TWB1G0084,DAIHATSU,Tiongkok, 
S18806,1583/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1448,"Samsung Electronics Indonesia, PT.",Fax Module ,Samsung / SL-FAX2501,SAMSUNG,Tiongkok, 
S18807,1584/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1450,ASTRA GRAPHIA TBK.M PT.,Mesin Multifungsi,Fuji Xerox / DocuCentre-IV 4070,FUJI XEROX,Tiongkok, 
S18808,1585/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1451,ASTRA GRAPHIA TBK.M PT.,Mesin Multifungsi,Fuji Xerox ApeosPort-IV 3070,FUJI XEROX APEOSPORT-IV 3070,Tiongkok, 
S18809,1586/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1452,ASTRA GRAPHIA TBK.M PT.,Mesin Multifungsi,Fuji Xerox / ApeosPort-IV 4070,FUJI XEROX,Tiongkok, 
S18810,1587/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1481,"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / A950,MITO,Tiongkok, 
S18811,1588/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1485,"Maju Express Indonesia, PT.",Komputer Tablet ,Mito / T35,MITO,Tiongkok, 
S18812,1589/SPRHU/BBPPT/VI/2015,2015,Juni,23-Jun-15,24 Juni 2015,1490,"Symbol Technologies, Inc.",WLAN Access Point,Symbol / NCAP-500,SYMBOL,Tiongkok, 
S18813,1590/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,24 Juni 2015,1148,"DB Elektronika Indonesia, PT.",FM Transmitter/Exciter Mozart,DB Elettronica Telecomunicazioni s.p.s / Mozart,DB ELETTRONICA TELECOMUNICAZIONI S.P.S,Italy, 
S18814,1591/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,24 Juni 2015,1197,"Cisco Technologies Indonesia, PT.",Cisco IP Phone 7811,Cisco / CP-7811,CISCO,Tiongkok, 
S18815,1592/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1198,"Cisco Technologies Indonesia, PT.",Cisco IP Phone CP-8851nr,Cisco / CP-8851NR,CISCO,Tiongkok, 
S18816,1593/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1435,"Mediatama Anugrah Citra, PT.",C-Band LNB ,NORSAT / 8220 Digital DRO,NORSAT,Korea Selatan, 
S18817,1594/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1437,"Mediatama Anugrah Citra, PT.",IRD (Integrated Receiver Decoder),KBS WORLD / KBSW-29 HD,KBS WORLD,Korea Selatan, 
S18818,1595/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1492,MUSIC LIFE LIMITED,Bluetooth Speaker ,jarre / AeroBull HD,JARRE,Tiongkok, 
S18819,1596/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1503,"Avanta Jaya Mandiri, PT.",Telepon Selular ,Coolpad / Coolpad E560,COOLPAD,Tiongkok, 
S18820,1597/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1511,"Epson Indonesia, PT.","2,4GHz Wireless LAN Mini USB Module",Epson / WL3090D69(RoHS),EPSON,Tiongkok, 
S18821,1598/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1556,"Bintang Cemerlang, PT.",Pesawat Telepon Selular ,INFINIX / INFINIX-X509,INFINIX,Tiongkok, 
S18822,1599/SPRHU/BBPPT/VI/2015,2015,Juni,24-Jun-15,25 Juni 2015,1299,"Haier Electrical Appliances Indonesia, PT.",MINI ROUTER ,Smartfren (haier) / M25X1H,SMARTFREN (HAIER),Indonesia, 
S18823,1600/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,270,"ENDRESS HAUSER INDONESIA, PT.",Wireless HART Adapter,Endress+Hauser / SWA70,ENDRESS+HAUSER,Jerman, 
S18824,1601/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,736,Deere & Company & Consolidated Subsidiaries,Modular Telematics Gateway 3G,John Deere / Modular Telematics Gateway 3G,JOHN DEERE,Amerika Serikat, 
S18825,1602/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,769,"Hon Hai Precision Ind. Co., Ltd.",WiFi / BT Module,Foxconn / T77H566,FOXCONN,Tiongkok, 
S18826,1603/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1250,"Catur Mitra Adhikara, PT.",Flyaway Antenna Sytem,Advent / Mantis,ADVENT,Amerika Serikat, 
S18827,1604/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1353,"Softorb Technology Indonesia, PT.",Smart Card RFID Reader ,DUALi / DE-AFCMI,DUALI,Korea Selatan, 
S18828,1605/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1445,"HUF Portuguesa, Lda",434MHz Passive Entry/Passive Start ID Device,HUF / HUF 8432,HUF,Portugal, 
S18829,1606/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1459,HONEYWELL INTERNATIONAL INC.,Access Point ,Honeywell / AP-100BT,HONEYWELL,Tiongkok, 
S18830,1607/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1461,GN Netcom A/S,Bluetooth Speaker Phone ,Jabra / PHS004W,JABRA,Tiongkok, 
S18831,1608/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1488,Pioneer Corporation ,RECEIVER ASSY,TOYOTA / DEH-8758,TOYOTA,Tiongkok, 
S18832,1609/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1489,"Makerbot Industries, LLC",3D Desktop Printer ,MakerBot / PAAW45,MAKERBOT,Amerika Serikat, 
S18833,1610/SPRHU/BBPPT/VI/2015,2015,Juni,25-Jun-15,29 Juni 2015,1509,CAKRAWALA PUTRA NUSANTARA PT,GLOBAL POSITIONING SYSTEM (GPS),ATRACK / AU7(UG),ATRACK,Taiwan, 
S18834,1611/SPRHU/BBPPT/V/2015,2015,Mei,25-Jun-15,29 Juni 2015,2587 (2014),"Prolink Intidata Nusantara, PT.",Modem Router,PROLINK / PRT7007L,PROLINK,Tiongkok, 
S18835,1612/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1548,"Metrindo Supra Sinatria, PT.",TELEPON SELULAR ,WEARNES / ZeusPhone ZP-541,WEARNES,Tiongkok, 
S18836,1613/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1557,"Maju Express Indonesia, PT.",Pesawat Telepon Selular ,Mito / A270,MITO,Tiongkok, 
S18837,1614/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1558,"Maju Express Indonesia, PT.",Komputer Tablet ,Mito / T55,MITO,Tiongkok, 
S18838,1615/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1560,"Maju Express Indonesia, PT.",Pesawat Telepon Seluar ,Mito /220,MITO,Tiongkok, 
S18839,1616/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1561,"Maju Express Indonesia, PT.",Pesawat Telepon Selular ,Mito / 353,MITO,Tiongkok, 
S18840,1617/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1562,"Maju Express Indonesia, PT.",Komputer Tablet ,Mito / T89,MITO,Tiongkok, 
S18841,1618/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1573,"BALI INDO COMMUNICATION, PT.",Telepon Selular ,EAGLE / E8,EAGLE,Tiongkok, 
S18842,1619/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1574,"BALI INDO COMMUNICATION, PT.",Telepon Selular ,EAGLE / E 18,EAGLE,Tiongkok, 
S18843,1620/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1575,"BALI INDO COMMUNICATION, PT.",Telepon Selular ,BRANDCODE / B3,BRANDCODE,Tiongkok, 
S18844,1621/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1589,"Novatel Wireless, Inc",MT 3060,Novatel Wireless / UMT2212,NOVATEL WIRELESS,Tiongkok, 
S18845,1622/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1431,NOKIA SOLUTIONS AND NETWORKS INDONESIA,Flexi Zone Indoor,Nokia / PICO BTS,NOKIA,Finlandia, 
S18846,1623/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1446,"HUF Portuguesa, Lda",434MHz Passive Entry/Pasive Start and Remote Keylless Entry Key,HUF / HUF 8432,HUF,Portugal, 
S18847,1624/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1447,Delphi Electronics and Safety,MY16 FOB,Delphi / L2C0056TR,DELPHI,Mexico, 
S18848,1625/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1514,Asustek Computer Inc.,Notebook PC,ASUS / E402M,ASUS,Tiongkok, 
S18849,1626/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1535,Top Victory Electronics (Taiwan) Co Ltd,"802,11 a/b/g/n 2T2TR Wireless Lan USB Module",SHARP / WN4508R,SHARP,Tiongkok, 
S18850,1627/SPRHU/BBPPT/VI/2015,2015,Juni,26-Jun-15,29 Juni 2015,1541,"FUTAIHUA INDUSTRY (SHENZHEN) Co., LTD.",Tablet PC ,Nokia / N1 ,NOKIA,Tiongkok, 
S18851,1628/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,505,"Hon Hai Precision Ind. Co., Ltd.",LTE Cat4 PCI Express M.2 Module,Foxconn / T77W595,FOXCONN,Tiongkok, 
S18852,1629/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1308,"SHARP TRADING INDONESIA, PT.",PESAWAT TELEVISI,SHARP / LC-60LE660X,SHARP,Malaysia, 
S18853,1630/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1321,"SHARP TRADING INDONESIA, PT.",PESAWAT TELEVISI LED ,SHARP / LC-70LE660X,SHARP,Malaysia, 
S18854,1631/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1432,"Trisakti Universal, PT.",Pesawat Telepon Selular,ONECLICK / C7,ONECLICK,Tiongkok, 
S18855,1632/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1537,"Hewlett-Packard Indonesia, PT.",All-In-One PC,hp / TPC-Q023-19,HP,Tiongkok, 
S18856,1633/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1538,"Cisco Technologies Indonesia, PT.",Wireless Access Point ,Cisco / AIR-SAP1602I-F-K9,CISCO,Tiongkok, 
S18857,1634/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1540,"Cisco Technologies Indonesia, PT.",Wireless Access Point ,Cisco / AIR-SAP1602E-F-K9,CISCO,Tiongkok, 
S18858,1635/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1577,"BALI INDO COMMUNICATION, PT.",Telepon Selular ,BRANDCODE / B1,BRANDCODE,Indonesia, 
S18859,1636/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1587,"DELL INDONESIA, PT.",Desktop Computer,DELL / D10U,DELL,Tiongkok, 
S18860,1637/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1588,"DELL INDONESIA, PT.",Desktop Computer,DELL / D13M,DELL,Tiongkok, 
S18861,1638/SPRHU/BBPPT/VI/2015,2015,Juni,29-Jun-15,29 Juni 2015,1597,"Arga Mas Lestari, PT.",Tablet PC,ADVAN / T2H,ADVAN,Tiongkok, 
S18862,1639/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1428,"Samsung Electronics Indonesia, PT.",KOMPUTER TABLET,SAMSUNG / SM-T815Y,SAMSUNG,Indonesia, 
S18863,1640/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1449,"Samsung Electronics Indonesia, PT.",Printer Multifungsi ,Samsung / M4030ND,SAMSUNG,Tiongkok, 
S18864,1641/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1454,"KHARISMA MITRA JAYA ABADI, PT.",Radio Komunikasi 2 Arah  ,"RADION / RT-11WP, 136- 174 MHz",RADION,Tiongkok, 
S18865,1642/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1563,"Aries Indo Global, PT.",PESAWAT TELEPON SELULAR ,EVERCOSS / J4B,EVERCOSS,Tiongkok, 
S18866,1643/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1565,"Leopold Kostel GmbH & Co,KG",Automotive Control Unit ,Kostel / KK1,KOSTEL,Jerman, 
S18867,1644/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1642,"Nera Indonesia, PT.",CONTACTLESS READER ,QPROX / QP3000S,QPROX,Tiongkok, 
S18868,1645/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1768 (2014),PT. Sinar Mentari Era Jaya,N600 Wireless Dual Band PCI Express Adapter,TP-LINK / TL-WDN3800,TP-LINK,Tiongkok, 
S18869,1646/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1769 (2014),PT. Sinar Mentari Era Jaya,450Mbps Wireless N Dual Band PCI Experss Adapter,TP-LINK / TL-WDN4800,TP-LINK,Tiongkok, 
S18870,1647/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1453,"KHARISMA MITRA JAYA ABADI, PT.",Radio Komunikasi 2 Arah  ," RADION / RT-22WP, 136- 174 MHz & 400-438 MHz", RADION,Tiongkok, 
S18871,1648/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1500,"Samsung Electronics Indonesia, PT.",Pesawat Telepon Selular ,SAMSUNG / SM-G531H,SAMSUNG,Indonesia, 
S18872,1649/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1501,"MANNA AUDIO, PT",Wi-Fi® Music System,BOSE / SoundTouch?Portable_412540,BOSE,Mexico, 
S18873,1650/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1502,"MANNA AUDIO, PT",Bluetooth® Speaker ,BOSE / Soundlink® Mini II,BOSE,Mexico, 
S18874,1651/SPRHU/BBPPT/VI/2015,2015,Juni,30-Jun-15,30 Juni 2015,1528,"TOKAI RIKA ., Ltd",Electronic Key ,Tokai Rika / BH2EW,TOKAI RIKA,Jepang, 
S18875,1652/SPRHU/BBPPT/VII/2015,2015,Juli,01-Jul-15,01 Juli 2015,1512,"Arga Mas Lestari, PT.",Pesawat Telepon Selular ,ADVAN / S6E,ADVAN,Tiongkok, 
S18876,1653/SPRHU/BBPPT/VII/2015,2015,Juli,01-Jul-15,01 Juli 2015,1599,"Maju Express Indonesia, PT.",Pesawat Telepon Selular ,Mito / 168,MITO,Tiongkok, 
S18877,1654/SPRHU/BBPPT/VII/2015,2015,Juli,01-Jul-15,01 Juli 2015,1604,Asustek Computer Inc.,Notebook PC,ASUS / X555L,ASUS,Tiongkok, 
S18878,1655/SPRHU/BBPPT/VII/2015,2015,Juli,01-Jul-15,01 Juli 2015,1631,"DELL INDONESIA, PT ",All in One PC,DELL / W15B,DELL,Tiongkok, 
S18879,1656/SPRHU/BBPPT/VII/2015,2015,Juli,01-Jul-15,01 Juli 2015,1636,"BALI INDO COMMUNICATION, PT.",Telepon Selular ,BRANDCODE / B8C,BRANDCODE,Tiongkok, 
S18880,1657/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1180,"Ericsson Indonesia, PT.",Service Aware Policy Controller (SAPC),ERICSSON / NSP6.1,ERICSSON,Swedia, 
S18881,1658/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1181,"Ericsson Indonesia, PT.",Serving GPRS Support Node Mobility Management Entity (SGSN NME),ERICSSON / MKX,ERICSSON,Swedia, 
S18882,1659/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1182,"Ericsson Indonesia, PT.",Smart Service Router (SSR),ERICSSON / 8010,ERICSSON,Swedia, 
S18883,1660/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1183,"Ericsson Indonesia, PT.",CIRCUIT SWITCH (cs),ERICSSON / BSP 8100,ERICSSON,Swedia, 
S18884,1661/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1184,"Ericsson Indonesia, PT.",Serving GPRS Support Node-Mobility Management Entity(SGSN MME),ERICSSON / MKVIII,ERICSSON,Swedia, 
S18885,1662/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1185,"Ericsson Indonesia, PT.",Smart service Router (SSR),ERICSSON / 8020,ERICSSON,Swedia, 
S18886,1663/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1458,"Sentra Electrindo Sentosa, PT.",Digital Camera ,CASIO / EX-100F,CASIO,Tiongkok, 
S18887,1664/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1494,Asustek Computer Inc.,Notebook PC,ASUS / P2520L,ASUS,Tiongkok, 
S18888,1665/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1498,"SINAR GLOBAL INTERNATIONAL, PT.",Bluetooth ,ROMAN / R550,ROMAN,Tiongkok, 
S18889,1666/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1533,Polar Electro Oy ,M450 Cycling Computer ,Polar / 1F,POLAR,Tiongkok, 
S18890,1667/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1617,"Trisakti Universal, PT.",GPS Tracker,bip.bip / b01,BIP.BIP,Tiongkok, 
S18891,1668/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,02 Juli 2015,1632,"DELL INDONESIA, PT.",All-In-One PC,DELL / W12C,DELL,Tiongkok, 
S18892,1669/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,2556 (2014),SIEMENS AG,"Industrial WLAN access Point 2,4 ghZ + 5 GHz",Siemens / EAPN-W2-SFP-E3,SIEMENS,Jerman, 
S18893,1670/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,400,"Maju Express Indonesia, PT.",Pesawat Telepon Selular,Mito / A900,MITO,Tiongkok, 
S18894,1671/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,1351,Sony Mobile Communications AB,Pesawat Telepon Selular,SONY / E6683,SONY,Tiongkok, 
S18895,1672/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,1352,Sony Mobile Communications AB,Pesawat Telepon Selular,SONY / E5803,SONY,Tiongkok, 
S18896,1673/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,1470,PT. Infracom Telesarana,Integrated Receiver Decoder (IRD),Blazon / SEHS - 1538,BLAZON,Tiongkok, 
S18897,1674/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,1491,"D-Link International Pte., Ltd.",Wireless AC1900 Dual Band Gigabit Cloud Router,D-Link / DIR-880L,D-LINK,Tiongkok, 
S18898,1675/SPRHU/BBPPT/VII/2015,2015,Juli,02-Jul-15,03 Juli 2015,1648,"MITRA ARTA BUANA, PT,",Go Ta eChat Terminal ,ZTE / GH300C,ZTE,Tiongkok, 
S18899,1676/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1296,"SINKO PRIMA ALLOY, PT,",REPEATER / PENGUAT SINYAL DCS ,SYBER / BMA-43 DCS,SYBER,Indonesia, 
S18900,1677/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1319,"Catur Mitra Adhikara, PT.",TV Transmitter,Harris / Maxiva UAX-3000 AN,HARRIS,Amerika Serikat, 
S18901,1678/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1362,"Catur Mitra Adhikara, PT.",AM Transmitter ,"Broadcast electronic (BE)/ am-2,5 e",BROADCAST ELECTRONIC (BE),Amerika Serikat, 
S18902,1679/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1374,"SINKO PRIMA ALLOY, PT,",Repeater WCDMA,SYBER / BMA-43 WCDMA,SYBER,Indonesia, 
S18903,1680/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1375,"SINKO PRIMA ALLOY, PT,","Reoeater GSM 900, Dcs 1800 Dan WCDMA 2100",SYBER / SMA-901821G20,SYBER,Indonesia, 
S18904,1681/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1405,"Sony Indonesia, PT.",Television ,SONY / KD-65X9000C,SONY,Malaysia, 
S18905,1682/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1427,"BINTANG MAS REZEKI NUSANTARA, PT.",Mini PC,ASUS / vc62b,ASUS,Tiongkok, 
S18906,1683/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1462,"Hewlett-Packard Indonesia, PT.",Personal Computer,hp / TPC-P043-SF,HP,Tiongkok, 
S18907,1684/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1516,Asustek Computer Inc.,Notebook PC,ASUS / P2420S,ASUS,Tiongkok, 
S18908,1685/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1532,"HILTI NUSANTARA, PT.",Multi Detector ,Hilti / PS 50,HILTI,Jerman, 
S18909,1686/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1534,Medtron Inc,MyCarelink Patient model 24350 with removable reader model 24355,Medtronic / 24950 (Reader Model 24955),MEDTRONIC,Malaysia, 
S18910,1687/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1539,Valeo Comfort and Driving Assistance ,ID-Geber,Valeo / ID2A,VALEO,Perancis, 
S18911,1688/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1543,"Symbol Technologies, Inc.",Touch Computer ,Symbol / TC700H,SYMBOL,Tiongkok, 
S18912,1689/SPRHU/BBPPT/VII/2015,2015,Juli,03-Jul-15,03 Juli 2015,1569,"ACER INDONESIA, PT.",Komputer Laptop,Acer / Aspire E5-473G,ACER,Tiongkok, 
S18913,1690/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1430,"ACER INDONESIA, PT.",Komputer Laptop ,Acer / Aspire E5-432G,ACER,Indonesia, 
S18914,1691/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1474,"INDONESIA OPPO ELECTRONICS, PT.",Mobile Phone ,OPPO / OPPO R7plusf,OPPO,Tiongkok, 
S18915,1692/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1521,"D-Link International Pte., Ltd.",Wireless N300 Cloud Router ,D-Link / DIR-619L,D-LINK,Tiongkok, 
S18916,1693/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1544,"Sony Indonesia, PT.",Home Audio System,SONY / SHAKE-X1D,SONY,Malaysia, 
S18917,1694/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1545,"Sony Indonesia, PT.",Home Audio System,SONY / MHC-GT5D,SONY,Malaysia, 
S18918,1695/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1546,"APPLE INDONESIA, PT.",Apple Watch ,APPLE / A1638,APPLE,Tiongkok, 
S18919,1696/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1568,"ACER INDONESIA, PT.",Komputer Laptop ,Acer / Aspire E5-532G,ACER,Tiongkok, 
S18920,1697/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,06 Juli 2015,1570,"ACER INDONESIA, PT.",Komputer Laptop,Acer / Aspire ES1-531,ACER,Tiongkok, 
S18921,1698/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1082,SONY CORPORATION,HD Visual Communication System,Sony / PCS-XG77S,SONY,Jepang, 
S18922,1699/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1083,SONY CORPORATION,HD Visual Communication System,Sony / PCS-XG100S,SONY,Jepang, 
S18923,1700/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1101,"AKARI INDONESIA, PT.",250w (rms) DTV / 500w ATV UHF B IV-V R.F Air-Cooled TV Transmitter,Eurotel / ETLU2G01,EUROTEL,Italy, 
S18924,1701/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1519,"MEGA SARANA SATELITE, PT.",Telepon Satelite ,Thuraya / XT-PRO,THURAYA,Korea Selatan, 
S18925,1702/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1525,"Spectrum Indowibawa, PT.",Wireless AP/CPE,Ubiquiti Networks / PowerBeam M5 / PBE-M5-400,UBIQUITI NETWORKS,Amerika Serikat, 
S18926,1703/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1531,"Honda Lock Mfg. Co., Ltd.",Keyless System ,Honda Lock / HLIK5-1T,HONDA LOCK,Indonesia, 
S18927,1704/SPRHU/BBPPT/VII/2015,2015,Juli,06-Jul-15,07 Juli 2015,1572,"FUJIFILM INDONESIA, PT.",Digital Camera ,FUJIFILM / X-T10,FUJIFILM,Thailand, 
